SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20
CCCCCCCCCCCC(C)[N+](C)(C)CCC[N+](C)(C)C(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,36.0,,,,
CCCCCCCCCCCC1=NCC[N+]1(CCCCCC[N+]1(CCNCCN)CCN=C1CCCCCCCCCCC)CCNCCN.[Br-].[Br-],gemini cationic,,,28.3,,,,
CCCCCCCCCCCCC(=O)NCC[N+](C)(C)CC(O)C[N+](C)(C)CCNC(=O)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,33.0,,,,
CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,32.0,,,,
CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CCCC[N+](C)(C)CCOC(=O)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,34.0,,,,
CCCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,40.0,,,,
CCCCCCCCCCCCCC1=NCC[N+]1(CCCCCC[N+]1(CCNCCN)CCN=C1CCCCCCCCCCCCC)CCNCCN.[Br-].[Br-],gemini cationic,,,29.0,,,,
CCCCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,30.0,,,,
CCCCCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,45.2,,,,
CCCCCCCCCCCCCCCC1=NCC[N+]1(CCCCCC[N+]1(CCNCCN)CCN=C1CCCCCCCCCCCCCCC)CCNCCN.[Br-].[Br-],gemini cationic,,,30.9,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,36.4,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,32.7,,,,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,33.2,,,,
CCCCCCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,,,,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,43.0,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,36.7,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,30.6,,,,
CCCCCCCCCCCCCCCC[N+](C)(C)CCOc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OCC[N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,,,30.9,,,,
CCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(CCCCCCn3cc[n+](Cc4ccc(OCCCCCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,,48.7,,,,
CCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(CCCn3cc[n+](Cc4ccc(OCCCCCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,,42.6,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,42.0,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,32.8,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(=O)OCC[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,32.6,,,,
CCCCCCCCCCCCCC[N+](C)(C)CCOc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OCC[N+](C)(C)CCCCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,,,32.5,,,,
CCCCCCCCCCCCN(CCC[N+](C)(C)CCCCCCCCCCCC)C(=[N+])N(C)C.[Cl-].[Cl-],gemini cationic,,,29.4,,,,
CCCCCCCCCCCCOC(=O)C(C)[N+](C)(C)CC[N+](C)(C)C(C)C(=O)OCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,32.0,,,,
CCCCCCCCCCCCOc1ccc(C[n+]2ccn(CCCCCCn3cc[n+](Cc4ccc(OCCCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,,42.8,,,,
CCCCCCCCCCCCOc1ccc(C[n+]2ccn(CCCn3cc[n+](Cc4ccc(OCCCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,,32.8,,,,
CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCN(CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC)C(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,,,45.0,,,,
CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCN(CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC)CCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,,,42.0,,,,
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,29.1,,,,
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,30.7,,,,
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOCCOCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,30.9,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)COC(=O)CCCCC(=O)OCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,31.4,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](CC)(CC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,,,34.0,,,,
CCCCCCCCCCCC[N+](C)(C)CC(O)C[N+](CCCCCC)(CCCCCC)CC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,,,30.0,,,,
CCCCCCCCCCCC[N+](C)(C)CCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,40.9,,,,
CCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,41.0,,,,
CCCCCCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C.[Br-].[Br-],gemini cationic,,,31.9,,,,
CCCCCCCCCCCC[N+](C)(C)CCNC(=O)CCN(CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCC)CCN(CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCC)CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[Br-],gemini cationic,,,47.6,,,,
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)C(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,24.9,,,,
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,34.9,,,,
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,39.2,,,,
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,30.8,,,,
CCCCCCCCCCCC[N+](C)(C)CCOc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OCC[N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,,,32.6,,,,
CCCCCCCCCCCC[N+](CCCCCCCCCCCC)CCCCCC[N+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,30.9,,,,
CCCCCCCCCCCC[N+](CCCCCCCCCCCC)CCC[N+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,32.9,,,,
CCCCCCCCCCCC[N+](CCCCCCCCCCCC)CC[N+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,33.9,,,,
CCCCCCCCCCCC[N+](CCO)(CCO)CCCCCCCCCC[N+](CCO)(CCO)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,36.3,,,,
CCCCCCCCCCCC[N+](CCO)(CCO)CCCCCCCC[N+](CCO)(CCO)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,36.0,,,,
CCCCCCCCCCCC[N+](CCO)(CCO)CCCCCC[N+](CCO)(CCO)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,36.3,,,,
CCCCCCCCCCCC[N+](CCO)(CCO)CCCC[N+](CCO)(CCO)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,35.6,,,,
CCCCCCCCCCCC[n+]1ccc(C=Nc2cc[n+](CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,,,28.7,,,,
CCCCCCCCCCN(CCC[N+](C)(C)CCCCCCCCCC)C(=[N+])N(C)C.[Cl-].[Cl-],gemini cationic,,,28.5,,,,
CCCCCCCCCCOC(=O)C(C)[N+](C)(C)CC[N+](C)(C)C(C)C(=O)OCCCCCCCCCC.[Br-].[Br-],gemini cationic,,,28.5,,,,
CCCCCCCCCCOc1ccc(C[n+]2ccn(CCCCCCn3cc[n+](Cc4ccc(OCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,,39.8,,,,
CCCCCCCCCCOc1ccc(C[n+]2ccn(CCCn3cc[n+](Cc4ccc(OCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,,37.2,,,,
CCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,,,32.6,,,,
CCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,40.0,,,,
CCCCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C.[Br-].[Br-],gemini cationic,,,33.7,,,,
CCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,39.6,,,,
CCCCCCCCCC[N+](C)(C)CCOC(=O)CCCCCCC(=O)OCC[N+](C)(C)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,32.0,,,,
CCCCCCCCCC[N+](C)(C)CCOc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OCC[N+](C)(C)CCCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,,,41.4,,,,
CCCCCCCCN(CCC[N+](C)(C)CCCCCCCC)C(=[N+])N(C)C.[Cl-].[Cl-],gemini cationic,,,28.1,,,,
CCCCCCCCOC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)OCCCCCCCC.[Cl-].[Cl-],gemini cationic,,,43.0,,,,
CCCCCCCCOC(=O)C[N+](CC)(CC)c1ccc(C=NCCN=Cc2ccc([N+](CC)(CC)CC(=O)OCCCCCCCC)cc2)cc1.[Cl-].[Cl-],gemini cationic,,,39.7,,,,
CCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,,,55.2,,,,
CCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,,,52.2,,,,
CCCCCCCC[N+](C)(C)CCCNC(=[N+])N(C)C.[Br-].[Br-],gemini cationic,,,35.9,,,,
CCCCCCCCCCCC(=O)N(CCO)CCO,non-ionic,25.0,3.57839607313017,34.7,3.75e-06,0.44,37.1,4.38
CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCC)cc1,non-ionic,25.0,3.60205999132796,30.0,2.9e-06,0.57,42.0,4.96
CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCC)cc1,non-ionic,25.0,3.55284196865778,32.0,2.6e-06,0.64,40.0,4.88
CCCCCC(O)OCCOCCOCCOCCOCCOCC,non-ionic,25.0,1.13076828026902,32.0,2.7e-06,0.62,40.0,2.46
CCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,non-ionic,25.0,3.04575749056068,30.0,3e-06,0.55,42.0,4.28
CCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,3.0,35.6,2.38e-06,0.7,36.4,4.22
CCCCCCCCCCCC(O)OCCOCCOCC,non-ionic,25.0,4.2839966563652,27.9,3.98e-06,0.42,44.1,5.34
CCCCCCCCCCCC(O)OCCOCCOCCOCC,non-ionic,25.0,4.19382002601611,28.6,3.63e-06,0.46,43.4,5.33
CCCCCCCCCCCC(O)OCCOCCOCCOCCOCC,non-ionic,25.0,4.19382002601611,30.5,3.33e-06,0.5,41.5,5.37
CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,non-ionic,25.0,4.06048074738138,31.0,3.7e-06,0.45,41.0,5.04
CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,4.08618614761628,33.7,2.9e-06,0.57,38.3,5.26
CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,3.96257350205938,34.8,2.52e-06,0.66,37.2,5.2
CCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,5.04575749056068,34.0,3.43e-06,0.48,38.0,5.97
CCCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,5.45593195564972,34.6,3.59e-06,0.46,37.4,6.31
CCCCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,non-ionic,25.0,5.77989191195995,32.0,4.4e-06,0.38,40.0,6.58
CCCCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,5.76955107862173,33.0,3.8e-06,0.44,39.0,6.69
CCCCCCCCCCCCCCCCCCN(C)C(=O)COCOCOCO,non-ionic,20.0,5.54515513999149,32.3,3.97e-06,0.418271805333463,39.7,6.46
CCCCCCCCCCCCN(C)C(=O)COCOCOCO,non-ionic,20.0,3.83564714421556,34.4,3.99e-06,0.416175204805475,37.6,4.78
CCCCCCCCCCN(C)C(=O)COCOCOCO,non-ionic,20.0,2.88941028970075,35.9,3.96e-06,0.419328047266123,36.1,3.6
CCCCCCCCCCC(O)CO,non-ionic,25.0,3.74496883665445,22.5,6.3e-06,0.26,49.3,4.56
CCCCCCCCCCOCCOCCOCCOCCOCCO,non-ionic,25.0,3.11918640771921,,3.11e-06,0.53,,
CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,5.45593195564972,34.4,3.67e-06,0.45,37.6,6.29594042889316
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,5.04575749056068,33.8,3.33e-06,0.5,38.2,6.00309310961988
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,4.56863623584101,35.1,2.87e-06,0.58,36.9,5.60007125199514
CCCCCCCCCCCCN(CCCNC(=O)C(O)C(O)C(O)C(O)C(O)CO)CCN(CCCCCCCCCCCC)CCCNC(=O)C(O)C(O)C(O)C(O)C(O)CO,non-ionic,25.0,5.2839966563652,33.0,2.51e-06,0.66,39.0,6.6
CCCCCCCCCCCCN(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCN(CCCCCCCCCCCC)CCCNC(=O)C(O)C(O)C(O)C(O)CO,non-ionic,25.0,5.42021640338319,32.0,2.52e-06,0.66,40.0,6.9
CCCCCCCCN(CCCNC(=O)C(O)C(O)C(O)C(O)CO)CCN(CCCCCCCC)CCCNC(=O)C(O)C(O)C(O)C(O)CO,non-ionic,25.0,4.17392519729917,28.2,2.58e-06,0.64,43.6,5.8
CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCSCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,non-ionic,25.0,3.74472749489669,28.0,1.83e-06,0.91,44.0,6.11
CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCSCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,non-ionic,25.0,4.15490195998574,26.7,1.65e-06,1.01,45.3,6.47
CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCSCC[Si](O[Si](C)(C)c1cc[c]cc1)(O[Si](C)(C)c1cc[c]cc1)O[Si](C)(C)c1cc[c]cc1,non-ionic,25.0,4.78781239559604,35.4,1.62e-06,1.03,37.1,6.26
C[SiH](O[SiH](C)O[SiH](C)O[Si](C)(CCCOCC1CO1)O[Si](C)(C)C)O[SiH](C)O[Si](C)(C)C,non-ionic,25.0,3.38090666937326,31.2,6.1e-07,2.72,40.8,3.38
C[SiH](O[SiH](C)O[SiH](C)O[Si](C)(CCCOCC1CO1)O[Si](C)(C)C)O[SiH](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,non-ionic,25.0,3.44855000202712,29.7,4.4e-07,3.78,42.3,3.42
C[SiH](O[SiH](C)O[SiH](C)O[Si](C)(CCCOCC1CO1)O[Si](C)(C)C)O[SiH](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,non-ionic,25.0,3.48545224733971,29.0,3.7e-07,4.48,43.0,3.48
CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(C[Si](C)O)C[Si](C)(O)C[Si](C)O,non-ionic,25.0,4.0301183562535,22.1,2.46e-06,0.68,50.4,5.87
CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(C[Si](C)O)C[Si](C)O,non-ionic,25.0,3.90308998699194,25.2,2.78e-06,0.6,47.3,5.69
CCCC[Si](O)C[Si](C)(CCCSCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)C[Si](O)CCCC,non-ionic,25.0,4.18976748200492,37.9,1.99e-06,0.84,34.6,5.42
CCC[Si](O)C[Si](C)(CCCSCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)C[Si](O)CCC,non-ionic,25.0,4.14026143380285,30.4,2.16e-06,0.77,42.1,5.76
CCC[Si](O)C[Si](CCC)(CCCSCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)C[Si](O)CCC,non-ionic,25.0,4.17979854051436,41.6,1.86e-06,0.89,30.9,5.11
CC[Si](O)C[Si](C)(CCCSCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)C[Si](O)CC,non-ionic,25.0,4.09044397075883,27.9,2.42e-06,0.69,44.6,5.81
CC[Si](O)C[Si](CC)(CCCSCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)C[Si](O)CC,non-ionic,25.0,4.14996674231023,39.8,1.98e-06,0.84,32.7,5.28
CCCCCCCCOCCOCCOCCOCCOCCO,non-ionic,25.0,2.03621217265445,28.8,1.4e-06,1.15,43.2,4.7
CCCCCCCCCCCCCCCCCCOCCOCCOCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,4.48148606012211,26.27,4.73e-06,0.25,45.7,5.43431668813421
CCCCCCCCCCCCOCCOCCOCCO,non-ionic,25.0,4.2839966563652,27.7,3.98e-06,0.42,44.1,5.353446114627
CCCCCCCCCCCCOCCOCCOCCOCCOCCO,non-ionic,25.0,4.19382002601611,30.3,3.31e-06,0.5,41.5,5.34215555884764
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,4.08618614761628,33.5,2.9e-06,0.57,38.3,5.20359161961595
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,3.96257350205938,34.6,2.52e-06,0.66,37.2,5.17201752001525
CCCCCCCCCCCCOCCOCCOCCOCCO,non-ionic,24.85,5.39794000867204,28.4,3.63e-06,0.46,43.3,6.53730006744948
CCCCCCCCC(O)CCO,non-ionic,25.0,2.63827216398241,23.4,5.3e-06,0.32,48.4,3.59
CCCCCCCCCCCCCCC(O)O,non-ionic,25.0,4.88605664769316,26.5,5.1e-06,0.33,45.5,5.77
CCCCCCCCOCCO,non-ionic,25.0,2.30980391997149,26.8,5.2e-06,0.32,45.0,3.17
CCCCCCCCOCCOCCOCCO,non-ionic,25.0,2.30980391997149,27.0,5.2e-06,0.32,45.0,3.15192342849514
COCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,non-ionic,25.0,4.31966448658544,22.5,5.47e-06,0.3,50.0,5.23
COCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,non-ionic,25.0,4.28066871301627,22.9,5.47e-06,0.37,49.6,5.52
COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,non-ionic,25.0,3.86966623150499,23.1,3.92e-06,0.48,49.4,5.08
COCCOCCOCCOCCOCCOCCOCCOCCOCCCSCCC[Si](O[Si]C(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,non-ionic,25.0,4.11013827874181,23.6,3.79e-06,0.44,48.9,5.31
CC(C)(C)[Si]O[Si](CCCOCCOCCOCCOCC=O)(O[Si]C(C)(C)C)C(C)(C)C,non-ionic,23.0,4.10237290870956,,,,,
CC(C)(C)[Si]O[Si](CCCOCCOCCOCCOCCOCCOCCOCCOCC=O)(O[Si]C(C)(C)C)C(C)(C)C,non-ionic,23.0,4.0,,,,,
CC(C)(C)[Si]O[Si](CCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC=O)(O[Si]C(C)(C)C)C(C)(C)C,non-ionic,23.0,3.20065945054642,,,,,
CCCC(CCC)C(O)OCCOCCOCCOCCOCCOCC,non-ionic,25.0,1.63827216398241,,,,,
CCCC(O)OCCOCCOCCOCCOCCOCC,non-ionic,25.0,0.0969100130080563,,,,,
CCCCC(CCCC)C(O)OCCOCCOCCOCCOCCOCC,non-ionic,25.0,2.50863830616573,,,,,
CCCCC(CCCC)C(O)OCCOCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,2.49485002168009,,,,,
CCCCCCCC(O)OCCOCCOCC,non-ionic,25.0,2.30980391997149,,,,,
CCCCCCCC(O)OCCOCCOCCOCCOCC,non-ionic,25.0,2.03621217265445,,,,,
CCCCCCCC(O)OCCOCCOCCOCCOCCOCC,non-ionic,25.0,2.00436480540245,,,,,
CCCCCCCCCC(O)OCCOCCOCCOCC,non-ionic,25.0,3.16749108729376,,,,,
CCCCCCCCCC(O)OCCOCCOCCOCCOCC,non-ionic,25.0,3.11918640771921,,,,,
CCCCCCCCCCC(=O)N(CCO)CCO,non-ionic,25.0,3.57839607313017,,,,,
CCCCCCCCCCC(=O)NCCOCCOCCOCCO,non-ionic,25.0,3.30102999566398,,,,,
CCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,3.52287874528034,,,,,
CCCCCCCCCCCC(O)OCCOCC,non-ionic,25.0,4.48148606012211,,,,,
CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,4.0,,,,,
CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,3.85387196432176,,,,,
CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,5.67778070526608,,,,,
CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,non-ionic,25.0,5.63827216398241,,,,,
CCCCCCCCCCCCC(O)OCCOCCOCCOCCOCC,non-ionic,25.0,4.30980391997149,,,,,
CCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,non-ionic,25.0,5.0,,,,,
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,5.50863830616573,,,,,
CCCCCCCCCc1ccccc1CCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,4.1249387366083,,,,,
CCCCCCCCc1ccccc1CCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,3.52287874528034,,,,,
CCCCCCCCc1ccccc1CCOCCOCCOCCOCCOCCOCCOCCO,non-ionic,25.0,3.48148606012211,,,,,
CCOCCOCCOCCOCCOCCOC(O)C(C)C,non-ionic,25.0,0.0409586076789063,,,,,
CCOCCOCCOCCOCCOCCOC(O)C(CC)CC,non-ionic,25.0,1.0,,,,,
OCCN(CCO)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,non-ionic,20.0,3.79588001734408,,,,,
